hostname compute|IP_Compute|Cum Cloud|RAM
hlc6fcom-24|10.255.77.3:9183|openstack-hlct6|40960
hlc6fcom-34|10.255.77.3:9183|openstack-hlct6|368640
hlc3f-vtt01-com-1020718365|10.207.183.1:9183|cloud-vtt|16384
hlc5f-210-testzone|10.255.77.3:9183|openstack-hlct6|16384
hlc5fcom-221|10.255.77.3:9183|openstack-hlct6|16384
hlc6fcom-152|10.255.77.3:9183|openstack-hlct6|16384
hlc6fcom-153|10.255.77.3:9183|openstack-hlct6|16384
hlc6fcom-154|10.255.77.3:9183|openstack-hlct6|16384
hlc6fcom-78-121|10.255.77.3:9183|openstack-hlct6|16384
hlc6fidc1-vtn02-com-10205065069|10.254.170.2:9183|cisco-2020|16384
hlc6fidc1-vtn02-com-10205065070|10.254.170.2:9183|cisco-2020|16384
hlc6fidc1-vtn02-com-10205065071|10.254.170.2:9183|cisco-2020|16384
hlc6fidc1-vtn02-com-10205065072|10.254.170.2:9183|cisco-2020|16384
hlc6fidc1-vtn02-com-10205065073|10.254.170.2:9183|cisco-2020|16384
hlc6fidc1-vtn02-com-10205065074|10.254.170.2:9183|cisco-2020|16384
hlc6fidc1-vtn02-com-10205065075|10.254.170.2:9183|cisco-2020|16384
hlc6fidc1-vtn02-com-10205065076|10.254.170.2:9183|cisco-2020|16384
hlc6fidc1-vtn02-com-10205065077|10.254.170.2:9183|cisco-2020|16384
hlc6fidc1-vtn02-com-10205065078|10.254.170.2:9183|cisco-2020|16384
hlc6fidc1-vtn02-com-10205065079|10.254.170.2:9183|cisco-2020|16384
hlc6fidc1-vtn02-com-10205065080|10.254.170.2:9183|cisco-2020|16384
hlc6fidc1-vtn02-com-10205065081|10.254.170.2:9183|cisco-2020|16384
hlc6fidc1-vtn02-com-10205065082|10.254.170.2:9183|cisco-2020|16384
hlc6fidc1-vtn02-com-10205065083|10.254.170.2:9183|cisco-2020|16384
hlc6fidc1-vtn02-com-10205065084|10.254.170.2:9183|cisco-2020|16384
hlc6fidc1-vtn02-com-10205065085|10.254.170.2:9183|cisco-2020|16384
hlc6fidc1-vtn02-com-10205065086|10.254.170.2:9183|cisco-2020|16384
hlc6fidc1-vtn02-com-10205065087|10.254.170.2:9183|cisco-2020|16384
hlc6fidc1-vtn02-com-10205065088|10.254.170.2:9183|cisco-2020|16384
hlc6fidc1-vtn02-com-10205065089|10.254.170.2:9183|cisco-2020|16384
hlc6fidc1-vtn02-com-10205065090|10.254.170.2:9183|cisco-2020|16384
hlc6fidc1-vtn02-com-10205065091|10.254.170.2:9183|cisco-2020|16384
hlc6fidc1-vtn02-com-10205065092|10.254.170.2:9183|cisco-2020|16384
hlc6fidc1-vtn02-com-10205065093|10.254.170.2:9183|cisco-2020|16384
hlc6fidc1-vtn02-com-10205065094|10.254.170.2:9183|cisco-2020|16384
hlc6fidc1-vtn02-com-10205065095|10.254.170.2:9183|cisco-2020|16384
hlc6fidc1-vtn02-com-10205065096|10.254.170.2:9183|cisco-2020|16384
hlc6fidc1-vtn02-com-10205065097|10.254.170.2:9183|cisco-2020|16384
hlc6fidc1-vtn02-com-10205065098|10.254.170.2:9183|cisco-2020|16384
hlc6fidc1-vtn02-com-10205065099|10.254.170.2:9183|cisco-2020|16384
hlc6fidc1-vtn02-com-10205065100|10.254.170.2:9183|cisco-2020|16384
hlc6fidc1-vtn02-com-10205065101|10.254.170.2:9183|cisco-2020|16384
hlc6fidc1-vtn02-com-10205065102|10.254.170.2:9183|cisco-2020|16384
hlc6fidc1-vtn02-com-10205065103|10.254.170.2:9183|cisco-2020|16384
hlc6fidc1-vtn02-com-10205065104|10.254.170.2:9183|cisco-2020|16384
hlc6fidc1-vtn02-com-10205065105|10.254.170.2:9183|cisco-2020|16384
hlc6fidc1-vtn02-com-10205065106|10.254.170.2:9183|cisco-2020|16384
hlc6fidc1-vtn02-com-10205065107|10.254.170.2:9183|cisco-2020|16384
hlc6fidc1-vtn02-com-10205065108|10.254.170.2:9183|cisco-2020|16384
hlc6fidc1-vtn02-com-10205065109|10.254.170.2:9183|cisco-2020|16384
hlc6fidc1-vtn02-com-10205065110|10.254.170.2:9183|cisco-2020|16384
hlc6fidc1-vtn02-com-10205065111|10.254.170.2:9183|cisco-2020|16384
hlc6fidc1-vtn02-com-10205065112|10.254.170.2:9183|cisco-2020|16384
hlc6fidc1-vtn02-com-10205065113|10.254.170.2:9183|cisco-2020|16384
hlc6fidc1-vtn02-com-10205065114|10.254.170.2:9183|cisco-2020|16384
hlc6fidc1-vtn02-com-10205065115|10.254.170.2:9183|cisco-2020|16384
hlc6fidc1-vtn02-com-10205065116|10.254.170.2:9183|cisco-2020|16384
hlc6fidc1-vtn02-com-10205065117|10.254.170.2:9183|cisco-2020|16384
hlc6fidc1-vtn02-com-10205065118|10.254.170.2:9183|cisco-2020|16384
hlc6fidc1-vtn02-com-10205065119|10.254.170.2:9183|cisco-2020|16384
hlc6fidc1-vtn02-com-10205065120|10.254.170.2:9183|cisco-2020|16384
hlc6fidc1-vtn02-com-10205065121|10.254.170.2:9183|cisco-2020|16384
hlc6fidc1-vtn02-com-10205065122|10.254.170.2:9183|cisco-2020|16384
hlc6fidc1-vtn02-com-10205065123|10.254.170.2:9183|cisco-2020|16384
